.pl 16959
CisloKarty;NazevZboziInv;PocetInv
--DATA--
2043$;\O\Swarfega Natural Power 4l$;0
2044$;Šampon Tania 500ml Kopøiva$;60
2045$;Tekuté mıdlo 10L Mitia Apple&Aloe$;0
2046$;||190111$;0
2047$;||190104$;0
2048$;\o\Toaletní papír 2vrs.160 Tento Bílı 8k$;0
2049$;Zvon na vılevky - obyè  v.33x10cm$;41
2050$;\o\ECO Real Green Clean WC 5kg$;0
2051$;||190114$;0
2055$;\o\Dávkovaè Kennedy- dávkovací gumièka$;0
2056$;Papírové ruèníky role 2vr PMidi9897/7371$;175
2057$;|Paleta Obyè - Pytlík$;0
2058$;||180104$;0
2059$;||180530$;0
2060$;Papírové ruèníky role 1vr 020411 270m MA$;47
2061$;\o\Renomag na mytí ploch 25kg$;0
2062$;||201126$;0
2063$;\o\Univerzál Korspík Premium levandul 5l$;0
2064$;\o\Ubrousky 2vr.33x33cm 250ks mix barev$;0
2065$;Odìv montérky lacl+bluza S-XL$;0
2066$;||181128$;0
2067$;Koš PVC 12L kulatı plnı èervenı$;0
2068$;||190102$;0
2069$;Líh technickı 1l$;606
2070$;Koš PVC 12L kulatı dìrovanı èernı  31x29$;0
2071$;\o\Arva bezoplachová 500ml$;0
2072$;\o\Sáèky malé 160x200/0.05 200ks$;0
2073$;\o\Cleamen 232 6kg strojní mytí nádobí$;0
2074$;\o\Pap.utìrka skládaná 1vr.Tork 520378$;0
2075$;\o\Alpa masaní emulze 1l$;0
2076$;||190104$;0
2077$;Pepo 320g podpalovaè pevnı$;345
2078$;||181106$;0
2079$;\o\Destilovaná voda Velvana 3l$;0
2080$;||190102$;0
2081$;Univerzal Savo 5kg Lemongrass$;37
2082$;||190531$;0
2083$;\o\Pap.utìrka skládaná 1vr.Tork 190493$;0
2084$;Avivá Coccolino 5l bílá$;23
2085$;\o\Roho textilní Arcos 100x153cm èerná$;0
2086$;||190102$;0
2087$;\o\Barva SU 2013/6401 4l/3,5l lutá$;0
2088$;||190531$;0
2089$;\O\Olej Shell Helix ultra 5w-40  1l$;0
2090$;WC závìs Bref 4koule DeLuxe Magnol/Jasmí$;46
2091$;Toaletní papír 2vrs.6620 HarmProfe16/19m$;3104
2092$;Fridex Stabil 3l prùhlednı$;3
2093$;\o\Ecolab LD 25     25kg$;0
2094$;\o\Sáèky mikrot.30x50/8mi 1000ks$;0
2095$;||191218$;0
2096$;\o\Barva S 2000/0841 0.375l èervenohnìdá$;0
2097$;\o\Mıdlo pìnové Deb 3,25l Gritty$;0
2098$;||200604$;0
2099$;\o\Pap.ruè.role Tork 1vr.473246 Reflex$;0
2100$;\KN\Pragolod 60 50kg$;0
2101$;\o\Sidolux mytí plovouc.podl.750ml zelen$;0
2102$;Tekuté mıdlo 5l Clear Body Natural/Blue$;257
2103$;\o\Brunox Lubri Food 100ml$;0
2104$;\AU\Hadr na podlahu 60x70$;0
2105$;\KN\Pragolod EFCO 3024 25kg$;0
2106$;||190531$;0
2107$;\o\Drift Profesional èistiè podlah 5l$;0
2108$;Tekuté mıdlo 1l Mitia Silk Satin$;114
2109$;\O\obuv Wibram polobotka$;0
2110$;ECO Real Green Clean 1l univerzal-podlah$;34
2111$;||181106$;0
2112$;\o\Roho textilní Arcos 100x153cm lem èe$;0
2113$;Avivá Primo/Harmony/ Softline 5l mix$;45
2114$;\o\Prací tablety Persil 38ks Uni$;0
2115$;Pad super 406mm/16" èervenı$;0
2116$;\o\Ubrousky 3vr.33x33cm 250ks bílé 87800$;0
2117$;\o\Sáèky do vysavaèe Nilfisk 3ks NI02T$;0
2118$;\P\Lak.tu.F7M šedá$;0
2119$;||201201$;0
2120$;\o\Pytle 120L/200mi 70x110cm èervené$;0
2121$;||190103$;0
2122$;||190213$;0
2123$;||190528$;0
2124$;Tekuté mıdlo 1l Mitia Spring Milk/mix$;102
2125$;||190104$;0
2126$;||180109$;0
2127$;\o\Obvaz hotovı sterilní è.2$;0
2128$;\o\Øedidlo S 6300 0.7-epoxi$;0
2129$;||190104$;0
2130$;||190104$;0
2131$;Prášek Bioobzor 14kg bìlící sloka$;6
2132$;\O\Barva RAL 7035 5l šedá,lesk$;0
2133$;Roho textilní 90x60cm Tiger èervená$;0
2134$;\o\Barva Su 2013/1010 3.5l šedá$;0
2135$;Párátka hygienicky balená 1000ks 6,5cm$;115
2136$;Stìrka podlaha plast 45cm s holí 50326$;5
2137$;||190103$;0
2138$;\o\Taška mikro transparent 250ks$;0
2139$;\o\Pap.ruè.role 1vr PK Maxi zel$;0
2140$;||180530$;0
2141$;Always Classic standard 10ks$;0
2142$;Stìrka podlaha kovová 55cm s gumou$;29
2143$;Krém Nivea 150ml                      /4$;30
2144$;\O\Wc èistiè Fox 10l$;0
2145$;\O\Ubrousky Tork 10903 bílé 36x250ks$;0
2146$;||191219$;0
2147$;Pomáda na rty ruová Astrid          /10$;64
2148$;||200729$;0
2149$;Prací gel Zeva DT 14kg dezinf+bìlíc pøís$;2
2150$;\o\Kartáè silnièní 40cm bez hole$;0
2151$;\O\Orkán sùl do myèky 10kg granulovaná$;0
2152$;Peodorant do bot spray 150ml$;26
2153$;\O\Pytle 120L/100mi 70x110cm lutı$;0
2154$;||190104$;0
2155$;WC gel Dr.Devil 400ml Aqua$;100
2156$;\o\Montání pìna Soudal 150ml$;0
2157$;\o\Konev PVC 5l$;0
2158$;\O\Mop drák Speedy-Charlie 40cm magnet$;0
2159$;\O\Dávkovaè zpìn.mıdla 500ml nerez$;0
2160$;Smeták DR nelak. s holí 120cm 5111/611$;37
2161$;||190102$;0
2162$;||180724$;0
2163$;Drátìnka KOV 15g$;149
2164$;\o\Barva Bisil pod vodu modrı 3,5kg$;0
2165$;Koupelny Savo MR 500ml$;188
2166$;||190103$;0
2167$;||190102$;0
2168$;\D\Golem 05 sanit.èist.1l$;0
2169$;||190104$;0
2170$;Ubrousky 3vr.33x33cm 250ks mix barev$;6
2171$;Vìdro PVC 12l s vılevkou$;60
2172$;||181106$;0
2173$;Krém na ruce Isolda 100ml šalvìj antibak$;298
2174$;Toaletní papír 2vrs.1790 HarmPremi10/24m$;2120
2175$;\o\Mop NN bavlnìnı Sprint 40cm$;0
2176$;Štìtec plochı slabı C2   PH 81215$;5
2177$;Toaletní papír 1vr.1339 NeutrHarmasa 50m$;2631
2178$;Štìtec plochı slabı C1   PH 81215$;38
2179$;\o\Trubièky pro montá.pìnu Soudal 5ks$;0
2180$;Pytle 200L/80mi 100x120cm role-5ks èerné$;0
2181$;||191219$;0
2182$;Raid spray lezoucí 400ml$;21
2183$;Vata obvazová  50g malá$;113
2184$;\O\Tekuté mıdlo 5l Isolda granát.jab+kok$;0
2185$;\o\Prášek Persil 60dávek Regular$;0
2186$;||190102$;0
2187$;||190528$;0
2188$;||201126$;0
2189$;Hùl DR 140cm prùmìr 24mm$;207
2190$;Schùdky AL 3+1 è.4$;0
2191$;Desam OX 5kg$;6
2192$;||190102$;0
2193$;||190102$;0
2194$;||180530$;0
2195$;Silkal 93 300ml støední$;522
2196$;\O\Ralex 40kg$;0
2197$;\o\Roho gumová Okta 235x60cm èerná otev$;0
2198$;Leštìnka Pronto spray mult.modr 250ml$;105
2199$;\o\Barva S 2177/0440 0.75l 3v1$;0
2200$;||201110$;0
2201$;Aviril olej ïìtskı s azulenem 50ml$;37
2202$;\kn\Mezizubní kart.0,6mm 8ks$;0
2203$;|Paleta CHEP - Unilever$;77
2204$;||180314$;0
2205$;Toaletní papír Gigant 2vrs.280 Harm/7366$;1111
2206$;||200108$;0
2207$;||190104$;0
2208$;\o\Mop NN Leifheit CleanTwist 33cm$;0
2209$;Lopata AL velká 34x35cm$;75
2210$;Schùdky AL 7+1 è.8$;0
2211$;||190531$;0
2212$;\o\Sáèek svaèinovı papírovı 100ks 0,5kg$;0
2213$;Zubní pasta Signal Family Herbal 75ml$;24
2214$;\S1\Real ECO WC èistiè 750ml$;0
2215$;\P\Lak.tu.HFB380087 antracit$;0
2216$;Zubní pasta Signal Family CavityPro 75ml$;21
2217$;||191218$;0
2218$;Toaletní papír 2vrs.1000 Max1603 Neut/69$;1921
2219$;Mop NN mikro Speedy 50cm bílı 2x jazyk$;10
2220$;||180530$;0
2221$;Cleamen 410 5l koupelny$;8
2222$;||190103$;0
2223$;Utìrka houbová 3ks SPOKAR 15x18cm    /24$;176
2224$;Alpa emulze s arnikou 100ml$;28
2225$;||190528$;0
2226$;\o\Puron DA 10kg$;0
2227$;Drátìnka KOV napuštìná 6ks na nerez,hlin$;29
2228$;\o\Ecolab RA10 10kg$;0
2229$;\o\Star koupelna s leskem MR 500ml$;0
2230$;\o\WC èistiè Krystal 5l rùovı$;0
2231$;\P\Lak.tu.HFB380096 mato$;0
2232$;||200108$;0
2233$;\o\Tuidlo malé$;0
2234$;\o\Taška mikro 4kg Barva 200ks$;0
2235$;Pomáda na rty mix$;167
2236$;Mop KOMPLET s holí hnìdı pásky$;6
2237$;||200729$;0
2238$;\o\Obuv sandál dám.pásek è.39 bílı 91562$;0
2239$;||190102$;0
2240$;||190103$;0
2241$;\o\DeLonghi vodní filtr  DLS C002$;0
2242$;\o\Pap.ruè.role Scott 1vr.6692 modr 350m$;0
2243$;Prací gel Persil 1l /20dávek Regular$;0
2244$;\o\Ubrousky Tork 18769 bordo 200ks$;0
2245$;||190104$;0
2246$;Kartáè šatovı 3219/813$;40
2247$;Aceton èistı 9l kanystr$;17
2248$;STC školní kulatı KOV C 6 7102/6$;19
2249$;Osvìovaè spray Glade 300ml OudDesir/Lev$;1
2250$;Mucholapka standard$;173
2251$;||190111$;0
2252$;Døevìné uhlí 2.5kg$;87
2253$;\kn\Barva Coloris razítková 8085 50g$;0
2254$;Zubní kartáèek Spokar 3425 Dynamic$;39
2255$;||181106$;0
2256$;\o\Slámky Jumbo èiré 25cm  500ks$;0
2257$;||191218$;0
2258$;\O\Pap.ruè.role Tork 2vr.101221 cel+rec*$;0
2259$;Høeben PLOCHİ pánskı$;84
2260$;WC závìs kostka NN kvìty 40g$;142
2261$;\o\Lékarnièka Alfa A300 nástìná s náplní$;0
2262$;||190213$;0
2263$;WC závìs kostka NN citron 40g$;158
2264$;\o\Hul na kartáè na vıhybky$;0
2265$;WC èistiè Savo 750ml Citron$;313
2266$;\o\Ubrousky Tork 10935 1vr. do N1 30x33$;0
2267$;Cilit Bang 750ml MR vodní kámen oranovı$;50
2268$;\o\Incidin Liquid 1l$;0
2269$;||200915$;0
2270$;\o\Prášek Herr Klee 120dávek = 10kg univ$;0
2271$;Šampon Tania 500ml 2v1 Every day$;55
2272$;\o\Vodní filtr Krups F08801 Claris$;0
2273$;Osvìovaè dávkovaè TORK šedı strojek$;0
2274$;||171108$;0
2275$;||180104$;0
2276$;\o\Sáèky mikrot.25x40/500ks role    /858$;0
2277$;WC gel Krystal 750ml zelenı$;57
2278$;\o\Kyselina sírová 500ml$;0
2279$;\o\Saeko Descaler odvápòovaè 250ml$;0
2280$;\O\Vak textilní pro Vako$;0
2281$;Osvìovaè vzd.šiška NN 40ml Antitabák$;14
2282$;||190530$;0
2283$;Prášek Dato 365g na záclony$;10
2284$;||190103$;0
2285$;Koupelny Cif 5l$;10
2286$;||180611$;0
2287$;||190104$;0
2288$;\P\Lak.tu.F6Q zelená malachit$;0
2289$;Zásobník na WC papír 200mm NEREZ matnı$;1
2290$;\o\Prachovka Bobina 40x42cm$;0
2291$;||191219$;0
2292$;\o\Mop Speedy 40cm - úchyt Vileda$;0
2293$;Papírové kapesníky krabice Harmony 100ks$;442
2294$;\o\SG Isolda 5l Energy$;0
2295$;Okna Krystal 5l$;6
2296$;||201111$;0
2297$;\o\Taška mikro 3kg role 250ks$;0
2298$;\KN\Emulsifier degreas-KNOR$;0
2299$;\O\Pap.ruè.ZZ 2vr.3200 bílı Primasoft$;0
2300$;\o\Stìrka profi 40cm$;0
2301$;\O\Krém na ruce Arcona ZM modrá 100ml$;0
2302$;||190213$;0
2303$;||190102$;0
2304$;|BAREL 20l Cormen$;0
2305$;Deo Copacabana - pánské 150ml$;29
2306$;||200505$;0
2307$;||190530$;0
2308$;STC školní kulatı KOV C 4 7102/4$;17
2309$;WC závìs kostka NN moøe 40g$;126
2310$;Motouz potravináøskı,bílı 40g$;136
2311$;Louh Tiret 500ml èistiè odpadu$;0
2312$;||190111$;0
2313$;SG Authentic 400ml AirMen Clove$;33
2314$;Mop drák Flipper 40cm mechanickı$;8
2315$;||180104$;0
2316$;||190104$;0
2317$;\o\Toaletní papír 2vr.160 Classic1104/10$;0
2318$;Tekuté mıdlo 1l Clear Body Orchidea$;132
2319$;Textilní rukavice Bavlna terèík è.6$;197
2320$;Prací gel Persil 1l /20dávek Color$;0
2321$;||190104$;0
2322$;||180530$;0
2323$;\o\Sáèky do vysavaèe Karcher 4ks$;0
2324$;\o\Prášek Ariel 100dávek color BOX$;0
2325$;Cleamen 240 1,1 kg trouby,gril MR$;10
2326$;||190530$;0
2327$;Peroxid vodíku 30% 500g$;28
2328$;Pad super 432mm/17" èervenı$;0
2329$;\o\Pap.ruè.role Scott 1vr.6657 bílı 165m$;0
2330$;||191218$;0
2331$;Prášek Robeta 9kg$;88
2332$;||200107$;0
2333$;||191205$;0
2334$;STC umìleckı plochı nelakovanı C 2  8231$;17
2335$;\o\Zásobník ruèníky role PK Maxi ZVG$;0
2336$;\o\Toaletní papír Gigant 1vrs.240mm$;0
2337$;||190104$;0
2338$;\o\Star univerzál s alkoholem MR 500ml$;0
2339$;||201109$;0
2340$;\O\Kelímek 0.3l bílı po 100ks$;0
2341$;|Paleta EUR - Barvy$;0
2342$;\o\White Spirit lak.benzín 700ml$;0
2343$;||180724$;0
2344$;||190104$;0
2345$;Pepo 1000ml tekutı podpalovaè$;24
2346$;Borax 500g$;10
2347$;||180104$;0
2348$;Roho kartáèová døevìná 60x40cm malá  è.$;1
2349$;||190530$;0
2350$;Osvìovaè vzd.šiška NN 40ml Lesní$;15
2351$;||190531$;0
2352$;||190104$;0
2353$;\o\Toaletní papír 2vr.návin 34m,bílı,rec$;0
2354$;||200729$;0
2355$;\o\Mıdlo pìnové Scott Kimcare  6340 1l$;0
2356$;\O\Efekt gel Green 10kg mycí suspenze$;0
2357$;\O\Toaletní papír 1vr,Tork 127540,27rolí$;0
2358$;Purex O 10kg oplach$;5
2359$;Kuchynì Drana 500ml na pøipáleniny$;92
2360$;Zásobník na WC papír 240mm PLAST bílı$;1
2361$;Mop drák Speedy/Flipper 50cm bez magnet$;8
2362$;\o\Sáèek Tatraflán køí.dno 170x270$;0
2363$;||200107$;0
2364$;\o\Kartáè na okna autobusu$;0
2365$;Tekuté mıdlo 500ml Clear Body Oceán$;92
2366$;\o\Vıpustnı kohout kanystr 5l$;0
2367$;Ramínka PVC 40cm 5ks$;43
2368$;\o\Barva S 2177/0840 0.75l 3v1$;0
2369$;\o\Krystal oplach strojní 5l$;0
2370$;Osvìovaè dávkovaè TimeMist Lemon NN 270$;13
2371$;Mıdlo Palmolive Black Orchid 90g      /6$;350
2372$;Váleèek malíøskı + síto 24$;6
2373$;Zásobník na WC papír 280mm NEREZ matnı$;0
2374$;\o\Diava pasta 360g$;0
2375$;\o\Barva Su 2013/7552 4l Oranová lesk$;0
2376$;\o\Koberce Akypo 1l strojní èistiè$;0
2377$;Dekalko na vodní kámen 150g /3sáèku á50g$;140
2378$;Úklidovı vozík 1x17 základní$;0
2379$;||190102$;0
2380$;Mıdlo FAX 75g Jablko                  /6$;303
2381$;||180724$;0
2382$;||190104$;0
2383$;Zásobník ruèníky ZZ NEREZ matnı$;4
2384$;\O\Drátìnka kovová 6ks XL$;0
2385$;||200729$;0
2386$;\D\Herkules tyèinka 15g Holky/Kluci$;0
2387$;\o\Mop NN Vileda Premium 5 set$;0
2388$;||190529$;0
2389$;||190104$;0
2390$;Tuidlo na vlasy Studio 2000 225ml$;19
2391$;\o\Barva Eternal revital 206 zelená 0,7k$;0
2392$;||171108$;0
2393$;\o\Olej Shell Helix HX6 10W-40  1l$;0
2394$;Svíèka ÈAJOVÁ Linteo *30ks*$;28
2395$;Písek tekutı Cif 500ml/720g citrus$;153
2396$;|Paleta EUR - Proxim neuèto$;0
2397$;Osvìovaè vzd.vonná elipsa AirCurve bílá$;20
2398$;Koupelna Fixinela 500ml MR$;195
2399$;\P\Lak.tu.HFA380048 petrol$;0
2400$;Potravináøská folie 29cm x 20m$;64
2401$;Písek tekutı Cif 500ml/720g bílı$;655
2402$;WC blok Meister 3koule 45g barvící závìs$;172
2403$;Gumové rukavice DOVOZ è.10-XL        /12$;1730
2404$;\NEM\Neoblank 400ml spray$;0
2405$;\O\Pap.ruè.role Tork 1vr.120123 120m,bíl$;0
2406$;Solvina 450g Industrial$;817
2407$;\o\Vál.tapetov.+dradlo 150mm 6703822200$;0
2408$;\o\Oasis PRO 61 2l$;0
2409$;||190102$;0
2410$;||190104$;0
2411$;Mıdlo FAX 75g Lesní plody/ostruina   /6$;773
2412$;\O\Vako 8005 vozík$;0
2413$;Deo Concertino Spring zelenı 75ml$;21
2414$;Osvìovaè vzd.šiška NN 40ml Moøe$;20
2415$;\O\Sáèky mikrot.30x40/500ks role silné$;0
2416$;Hadr na podlahu PETR 60x70cm oranovı$;2364
2417$;Mop KOMPLET VILEDA Sup.Mocio modré+hùl$;13
2418$;Váleèek malíøskı náhrada 24$;10
2419$;||190213$;0
2420$;Svíèka SKLO aroma tøibarvy zelená$;63
2421$;||190102$;0
2422$;Mıdlo Jádrové Natural obyèejné 175g$;98
2423$;klíèek k zásobníku è.2289,4147,2373,2383$;7
2424$;||190103$;0
2425$;||190103$;0
2426$;Somat do myèky gel Gold 55dávek$;115
2427$;||200107$;0
2428$;||190529$;0
2429$;||190103$;0
2430$;\o\Pap.ruè.ZZ 1vr.4000ks bílı,$;0
2431$;Univerzal Mr.Proper 1l Oceán$;507
2432$;||190114$;0
2433$;Krystal Pine Sanan 5l$;5
2434$;Somat do myèky tablety 72ks Gold$;24
2435$;||200729$;0
2436$;\o\Hùl teleskop AL 2x2m$;0
2437$;||190104$;0
2438$;\O\Sáèky do koše 35l 50x60 /40mi zat.15è$;0
2439$;||190102$;0
2440$;\O\uklidovı vozík 1x17L bez dímaèe+vıba$;0
2441$;Cleamen 451 6kg odvápòovaè$;0
2442$;WC gel Bref 360ml Oceán/Sea breeze$;1
2443$;\o\Roho textilní Arcos 100x100cm èerná$;0
2444$;Zásobník ruèníku ZZ modrı-prùhlednı 196$;1
2445$;||201109$;0
2446$;Arva 500ml oplachová$;8
2447$;Papírové ruèníky role 2vr Tork 121208 bí$;47
2448$;\o\Sidolux lesk 750ml plovoucí podlaha$;0
2449$;Finish sùl myèky 1,5kg                /2$;92
2450$;Møíka do pisoaru vonná *Cleamen*fialová$;134
2451$;Dávkovaè mıdla 500ml bílı CN$;29
2452$;||190213$;0
2453$;Okna Iron 750ml s MR$;43
2454$;||180724$;0
2455$;Stìrka podlaha kovová 45cm obyè$;22
2456$;Zásobník ubrousky stolní velkı Harmo1384$;1
2457$;\o\SUMA Nova L6 20l$;0
2458$;Pytle papírové 65x120cm vícevrstvı$;185
2459$;\O\Pap.ruè.role Tork 1vr.128208  modrá$;0
2460$;\o\Baterie Duracell AAA$;0
2461$;Osvìovaè spray Sanytol 300ml dezinfekèn$;0
2462$;Gumové rukavice Jana è.7-7,5 S       /12$;699
2463$;\KN\Color Works èernı spray$;0
2464$;\o\Roho gumová Okta 100x50cm èerná$;0
2465$;||180530$;0
2466$;Tekuté mıdlo 5l Primo Aloe vera$;133
2467$;\o\Prášek Torsan color 4kg$;0
2468$;\AU\TP Jumbo 280mm 2vr$;0
2469$;\o\Olej Mobil Rarus SHC 1024 20l$;0
2470$;\o\Cleamen 230 24kg + barel$;0
2471$;||190104$;0
2472$;Chemoprén extrém 50ml                /20$;3
2473$;||190102$;0
2474$;Houba na tabuli lutá 18x11x5cm$;271
2475$;||181106$;0
2476$;\O\Fosforeènan sodnı 25kg$;1
2477$;||180109$;0
2478$;||190104$;0
2479$;\o\Barva SU 2013/8440  3.5l hnìdá$;0
2480$;Odìv kalhoty lacl pánské 50-68$;0
2481$;||190102$;0
2482$;Holící gel  Gillete Series 200ml mix  /2$;17
2483$;Koš nášlapnı +vloka 15L Goliáš béovı$;16
2484$;\O\Textil.rukav.Bustard Evolut.M/8 ÈERVA$;480
2485$;\o\WC gel Krystal 750ml modrı$;0
2486$;\o\Suchı pastel-køídy,základní øada 6ks$;0
2487$;||180724$;0
2488$;Cleamen 100/200 1l denní uklid$;14
2489$;||180530$;0
2490$;Rukavice vinylové XL 100ks$;98
2491$;\kn\Doprava$;0
2492$;\o\Baterie Duracell AA$;0
2493$;Zásobník na sáèky na vloky Plast uzkı$;15
2494$;\S\Milit CFU 50l$;0
2495$;||200729$;0
2496$;Koleèko stavební,bantamové kolo plné$;0
2497$;\O\Kávová Lièka malá bílá 100ks$;0
2498$;||200107$;0
2499$;||180724$;0
2500$;Dezinfekce na ruce Sanytol 500ml dávkov.$;285
2501$;Textilní rukavice Polomáèené è.7 bílé$;129
2502$;||190312$;0
2503$;\o\Sterillium 100ml dezinfekce rukou$;0
2504$;Univerzal Savo 750ml zelené jablko$;261
2505$;||180104$;0
2506$;\o\Roho textilní Arcos 100x80cm èern 3s$;0
2507$;\o\Úklidovı vozík Man Nemo 160$;0
2508$;Svíèka SKLO aroma tøibarvy Levandule$;72
2509$;\o\Happy pøebalovací dìtská podloka 10k$;0
2510$;||190111$;0
2511$;||200729$;0
2512$;||190102$;0
2513$;||190104$;0
2514$;\S3\Ubrousky skládané 200ks Harmony 5130$;0
2515$;\O\pìna na èištìní rukou 200ml$;0
2516$;Calgon 500g ochrana praèky$;42
2517$;Papírové kapesníky krabice DÌTSKÉ Lint80$;34
2518$;Papirové ruèníky ZZ 2v.Carind 7851 22x21$;73
2519$;||201110$;0
2520$;\o\Indur Top 1l-na podlahy marmoleum$;0
2521$;Koš PVC 12L kulatı dìrovanı èerven.31x29$;65
2522$;||180530$;0
2523$;||180530$;0
2524$;\o\Primalex plus 15kg$;0
2525$;||190102$;0
2526$;Milit MCE  5l strojní na kolejová vozidl$;3
2527$;||190102$;0
2528$;Toaletní papír 2vrs.160 Perfex+ bílı 18m$;6390
2529$;\o\Barva RAL 6001 1l zelená,lesk$;0
2530$;||201111$;0
2531$;||190111$;0
2532$;\o\Petrolej 420ml$;0
2533$;Øedidlo syntetik 700ml 6006$;17
2534$;\O\Friterm P Plus 5l$;0
2535$;||180104$;0
2536$;Pad super 330mm/13" bílı$;0
2537$;Pampers Jumbo Maxi Plus 90ks$;1
2538$;Aviril dìtskı zásyp 100g dóza$;15
2539$;Dezinfekèní pøípravek na povrchy 500ml$;153
2540$;Ruèník pracovní kostka Kuba/Tom 50x100$;175
2541$;Ubrousky HARMONY puntíky 33x33 30ks zele$;42
2542$;||180104$;0
2543$;\o\Pap.ruè.role 16433-00 2vr.150m,celulo$;0
2544$;||180104$;0
2545$;|Paleta DR - Euro Šarm$;0
2546$;Sáèky do koše 60l 60x80 /40mi zatah 10èe$;57
2547$;\o\Papírovı hygien.pásek na èisté WC 100$;0
2548$;Štít oblièejovı èirı Š-P 29 dlouhı$;0
2549$;||191219$;0
2550$;Mop KOMPLET plochı Spontex Express+ 33cm$;11
2551$;||180530$;0
2552$;\O\Pap.ruè.ZZ 1vr.5000 bílı$;0
2553$;Zásobník na WC papír 240mm PLAS Har.1373$;12
2554$;Mop KOMPLET Tøásòovı 350g / provázkovı$;1
2555$;||190102$;0
2556$;\o\Incidin M spray Extra 350ml$;0
2557$;\o\Into Fresh 10l$;0
2558$;\o\Pap.utìrka Tork 190491 Low-Lint$;0
2559$;\o\Barva RAL 9110 5l støíbrná$;0
2560$;||191219$;0
2561$;\S1\Nádobí Duha 10l$;0
2562$;Mìch do dávkovaèe mıdla a desinfek. NOVO$;45
2563$;||180530$;0
2564$;Papírové ruèníky ZZ 1vr Cerepa 250 šedá$;5223
2565$;||190104$;0
2566$;\o\Taška mikro 15kg 200ks$;0
2567$;||200108$;0
2568$;\o\Pap.ruè.role Tork 1vr.473242 Reflex$;0
2569$;Zásobník ubrousky velkı zeï Harmony 1380$;8
2570$;||190102$;0
2571$;Biolit P 400ml lezoucí$;30
2572$;Micci Slip 30ks$;53
2573$;||190102$;0
2574$;Krouek-pøíruba pod tlaèítko k dávk.NOVO$;29
2575$;\o\Smeták molitanovı bez závitu 45cm$;0
2576$;\o\Drátìnka kovová 100g$;0
2577$;||190111$;0
2578$;Deo Concertino Light modrı 75ml$;23
2579$;\O\Alobal 30cm x 300m$;0
2580$;Carine Ultra Wings 10ks s køidélky$;119
2581$;Univerzal Mr.Proper 5l PROFI$;33
2582$;||190111$;0
2583$;||190102$;0
2584$;||190104$;0
2585$;\o\Stojan s drákem na WC papír+wc soupr$;0
2586$;||191114$;0
2587$;Hadr èistá bavlna BT 10kg 21%$;4
2588$;Mıdlovı èistiè Krystal 750ml vèelí vosk$;26
2589$;\o\Peodorant do bot$;0
2590$;||190103$;0
2591$;Smeták sálovı 40cm-ínì Vala$;40
2592$;Autošampon COYOTE 500ml s voskem$;25
2593$;Osvìovaè Gel Øebièek 150g Pine$;44
2594$;Pad super 432mm/17" zelenı$;0
2595$;\O\Ubrousky TORK 33x33 SLON.KOST$;0
2596$;||201110$;0
2597$;\O\Pap.ruè.role Tork 2vr.130073 153m mod$;0
2598$;Dezinfekce na ruce Sanytol 250ml dávkov.$;708
2599$;\o\Roho textilní Nova NOP 120x119,5 èer$;0
2600$;Houbièka nádobí s drákou po 1ks 10x7cm$;1
2601$;\O\Tekuté mıdlo 5l Amadeus Neutral$;0
2602$;Zubní pasta Odol Fluorid 100ml$;78
2603$;||190102$;0
2604$;Koš vıklopnı 20L Kajetán béovı$;15
2605$;||190102$;0
2606$;Diava pasta 7kg$;1
2607$;||190102$;0
2608$;||191219$;0
2609$;||181106$;0
2610$;Holící pìna Gillete citlivá$;0
2611$;||190111$;0
2612$;||180626$;0
2613$;Krém na ruce Vakavo 100ml s glycerinem$;5189
2614$;Servošampon kbelík Rapid 5 kg$;2
2615$;||190104$;0
2616$;||190104$;0
2617$;||180104$;0
2618$;Zubní pasta dìtská Signal Junior 75ml$;6
2619$;||181106$;0
2620$;||190111$;0
2621$;||190102$;0
2622$;||201125$;0
2623$;\o\Effect nástraha na šváby 1ks$;0
2624$;\o\Toaletní papír 2vrs.529 Harmon.29m 8k$;0
2625$;Mıdlo FAX 75g Broskev/ Jahoda         /6$;954
2626$;||190103$;0
2627$;Prášek Persil 63dávek Color$;2
2628$;\O\Papírovı tácek è.5  500ks$;0
2629$;\o\Obuv Panda Ergon Alfa 6911 kotník$;0
2630$;||190111$;0
2631$;\o\Gumové rukavice Vileda Comfort M$;0
2632$;Rıák na hul DR + hul 130cm 22x7cm$;28
2633$;\o\Ubrousky 33x33cm motiv mix 30ks$;0
2634$;\o\Vlhèené ubrousky univerzální 100ks$;0
2635$;\O\Nádobí Krystal balzám 750ml Aloe$;0
2636$;||190103$;0
2637$;\o\Sáèky 25x40/15mi 200ks$;0
